321	home	327
322	stake	327
323	union	327
324	services	324
325	going	323
326	today	321
327	little	320
328	ended	319
329	though	318
330	move	316
331	wall	316
332	agreement	315
333	dollar	314
334	help	313
335	second	312
336	put	310
337	service	309
338	former	306
339	power	305
340	maker	304
341	period	303
342	called	303
343	results	302
344	total	301
345	agreed	301
346	administration	301
347	four	300
348	here	300
349	third-quarter	300
350	without	298
351	long	296
352	control	296
353	corporate	295
354	economy	295
355	credit	295
356	problems	295
357	offering	294
358	country	292
359	want	292
360	production	291
361	cost	289
362	buying	289
363	loans	289
364	six	288
365	analyst	287
366	firms	285
367	although	284
368	annual	284
369	whether	283
370	increased	283
371	likely	282
372	compared	282
373	recently	281
374	point	281
375	committee	281
376	policy	281
377	notes	281
378	cut	280
379	see	279
380	west	278
381	large	275
382	monday	273
383	right	273
384	soviet	273
385	continue	272
386	go	272
387	around	272
388	set	272
389	half	272
390	political	271
391	life	270
392	further	269
393	losses	269
394	old	268
395	points	268
396	volume	267
397	yet	266
398	august	265
399	paper	264
400	selling	264
401	john	263
402	plant	262
403	judge	262
404	strong	261
405	must	261
406	expects	260
407	my	260
408	nov.	259
409	ual	259
410	london	258
411	result	257
412	announced	256
413	largest	256
414	declined	256
415	support	254
416	held	253
417	fiscal	253
418	systems	252
419	wo	252
420	francisco	251
421	times	250
422	weeks	250
423	takeover	250
424	making	249
425	priced	249
426	certain	248
427	earthquake	248
428	workers	247
429	become	247
430	composite	247
431	change	247
432	gain	247
433	problem	246
434	come	246
435	businesses	246
436	south	245
437	demand	244
438	industrial	243
439	give	243
440	record	243
441	nearly	241
442	senior	240
443	association	240
444	development	240
445	white	240
446	series	240
447	inc	240
448	dow	239
449	area	238
450	members	237
451	took	236
452	estimated	236
453	data	236
454	air	236
455	official	235
456	orders	235
457	employees	234
458	trust	234
459	estate	233
460	jones	233
461	decline	230
462	level	229
463	show	228
464	senate	228
465	line	228
466	later	227
467	latest	227
468	health	227
469	example	226
470	acquisition	226
471	drop	226
472	comment	226
473	junk	226
474	tuesday	225
475	meeting	225
476	commission	225
477	holding	224
478	commercial	224
479	know	224
480	need	224
481	ford	224
482	texas	223
483	building	223
484	your	223
485	chicago	223
486	despite	222
487	ms.	222
488	currently	221
489	addition	221
490	paid	221
491	proposal	221
492	executives	220
493	offered	220
494	possible	220
495	others	220
496	once	219
497	proposed	219
498	purchase	219
499	rise	219
500	deal	219
501	better	218
502	loan	218
503	return	217
504	technology	217
505	us	216
506	investor	216
507	nation	215
508	future	215
509	spending	215
510	nine	214
511	drug	214
512	almost	213
513	washington	213
514	robert	213
515	changes	213
516	received	212
517	often	212
518	damage	212
519	terms	211
520	product	211
521	east	211
522	named	210
523	october	210
524	expect	209
525	top	208
526	customers	207
527	filed	207
528	charge	207
529	information	206
530	decision	206
531	order	206
532	within	206
533	position	205
534	force	204
535	include	204
536	rights	204
537	defense	204
538	division	203
539	every	203
540	gas	203
541	america	202
542	amount	201
543	began	200
544	enough	200
545	came	199
546	trying	198
547	outstanding	198
548	europe	198
549	equipment	197
550	private	197
551	told	197
552	found	196
553	gains	195
554	industries	195
555	again	194
556	ltd.	194
557	dropped	193
558	makes	192
559	james	192
560	united	192
561	previous	192
562	programs	192
563	july	191
564	transaction	191
565	fed	191
566	computers	191
567	ca	191
568	banking	190
569	european	190
570	budget	190
571	following	189
572	finance	189
573	co	189
574	warner	188
575	local	188
576	provide	188
577	never	188
578	've	188
579	jaguar	188
580	consumer	187
581	additional	187
582	mortgage	187
583	lot	187
584	managers	186
585	corp	186
586	keep	186
587	able	186
588	shareholders	185
589	action	185
590	buy-out	185
591	important	185
592	great	184
593	university	183
594	got	183
595	instead	183
596	claims	183
597	charges	183
598	steel	182
599	away	182
600	units	182
601	best	182
602	states	182
603	car	182
604	financing	181
605	dollars	181
606	tokyo	181
607	construction	180
608	things	180
609	continued	179
610	manager	179
611	marketing	179
612	run	178
613	bills	177
614	asked	177
615	auto	176
616	low	176
617	fall	175
618	march	175
619	inflation	175
620	family	175
621	food	174
622	equity	174
623	whose	174
624	believe	174
625	june	174
626	advertising	173
627	above	173
628	sept.	173
629	raise	172
630	below	172
631	personal	172
632	full	171
633	posted	171
634	account	171
635	getting	171
636	lost	171
637	suit	171
638	china	170
639	head	170
640	soon	170
641	taken	170
642	los	170
643	rather	169
644	stores	169
645	risk	168
646	via	168
647	contracts	168
648	western	167
649	potential	167
650	included	167
651	security	167
652	boston	166
653	special	166
654	figures	166
655	restructuring	166
656	legal	166
657	options	166
658	gold	165
659	led	165
660	mrs.	165
661	reports	165
662	subsidiary	165
663	tv	165
664	using	164
665	place	164
666	noted	164
667	face	164
668	fact	163
669	dealers	163
670	open	162
671	working	162
672	meanwhile	162
673	countries	161
674	d.	161
675	holders	161
676	network	161
677	effort	160
678	find	160
679	probably	159
680	portfolio	159
681	approved	159
682	cases	159
683	itself	159
684	bought	159
685	available	159
686	statement	159
687	pacific	158
688	ibm	158
689	long-term	158
690	lawyers	158
691	effect	158
692	#	158
693	david	157
694	short	157
695	reached	156
696	ad	156
697	increases	156
698	left	156
699	cars	155
700	labor	155
701	efforts	155
702	airlines	155
703	along	154
704	remain	154
705	domestic	154
706	either	154
707	dividend	154
708	germany	154
709	similar	153
710	known	153
711	hard	152
712	talks	152
713	reduce	151
714	look	151
715	having	150
716	previously	150
717	saying	150
718	groups	150
719	secretary	150
720	chemical	150
721	reserve	150
722	school	150
723	center	150
724	calls	150
725	approval	149
726	canada	149
727	telephone	149
728	payments	149
729	party	149
730	clear	149
731	given	149
732	parent	149
733	gained	149
734	looking	148
735	eastern	148
736	individual	148
737	standard	147
738	manufacturing	147
739	north	147
740	profits	147
741	canadian	146
742	biggest	146
743	investments	145
744	savings	145
745	acquired	145
746	helped	145
747	slightly	145
748	directors	144
749	raised	144
750	angeles	144
751	strategy	144
752	machines	143
753	marks	143
754	black	143
755	attorney	143
756	percentage	142
757	institute	142
758	act	142
759	why	142
760	television	142
761	military	142
762	coming	142
763	bay	142
764	medical	141
765	makers	141
766	performance	141
767	clients	141
768	airline	141
769	team	140
770	different	140
771	energy	140
772	heavy	140
773	britain	140
774	german	140
775	interests	139
776	growing	139
777	hit	139
778	particularly	138
779	william	138
780	magazine	138
781	failed	138
782	lead	138
783	something	138
784	remains	138
785	communications	138
786	estimates	138
787	fees	137
788	completed	137
789	went	137
790	levels	137
791	call	137
792	job	137
793	limited	137
794	process	136
795	question	136
796	includes	136
797	joint	136
798	role	136
799	hong	136
800	michael	136
801	year-earlier	136
802	legislation	135
803	project	135
804	goods	135
805	activity	135
806	view	135
807	district	135
808	lines	135
809	free	134
810	property	134
811	leading	134
812	toward	134
813	me	134
814	columbia	134
815	merrill	134
816	name	133
817	seeking	133
818	venture	133
819	leaders	133
820	institutions	132
821	deficit	132
822	ever	132
823	wants	132
824	reserves	132
825	currency	132
826	rep.	132
827	huge	131
828	independent	131
829	concerns	131
830	'm	131
831	owns	130
832	scheduled	130
833	turn	130
834	involved	130
835	taking	130
836	s&p	130
837	lynch	130
838	doing	129
839	outside	129
840	kong	129
841	hold	129
842	young	129
843	build	129
844	really	129
845	transportation	129
846	pressure	129
847	buyers	129
848	vote	129
849	gm	129
850	april	128
851	begin	128
852	producers	128
853	measure	128
854	always	128
855	calif.	128
856	basis	128
857	leader	127
858	especially	127
859	daily	127
860	staff	127
861	care	127
862	brokerage	127
863	related	126
864	key	126
865	means	126
866	plants	126
867	competition	125
868	acquire	125
869	richard	125
870	disclosed	125
871	themselves	125
872	aid	125
873	projects	125
874	adds	125
875	areas	124
876	range	124
877	conference	124
878	reason	124
879	central	124
880	campaign	124
881	try	124
882	impact	124
883	drexel	124
884	j.	123
885	poor	123
886	bad	123
887	significant	123
888	holdings	123
889	started	123
890	hours	123
891	abortion	123
892	largely	123
893	estimate	123
894	meet	122
895	allow	122
896	start	122
897	issued	122
898	thing	122
899	man	122
900	seems	122
901	french	122
902	test	122
903	reduced	122
904	course	121
905	accounts	121
906	rules	121
907	majority	121
908	retail	121
909	morgan	121
910	seven	120
911	wednesday	120
912	quickly	120
913	needed	120
914	press	120
915	fourth	120
916	congressional	120
917	journal	119
918	longer	119
919	partners	119
920	seen	119
921	settlement	119
922	yields	118
923	traded	118
924	generally	118
925	december	118
926	community	118
927	'll	118
928	done	118
929	manufacturers	117
930	dec.	117
931	consider	117
932	supply	117
933	volatility	117
934	study	116
935	parts	116
936	electric	116
937	beginning	116
938	receive	116
939	shearson	116
940	women	116
941	thursday	116
942	form	115
943	a.	115
944	men	115
945	kind	115
946	thought	115
947	imports	115
948	simply	115
949	situation	115
950	plc	114
951	protection	114
952	taxes	114
953	turned	114
954	near	114
955	note	114
956	convertible	114
957	brokers	114
958	prime	114
959	planned	114
960	eight	114
961	short-term	113
962	auction	113
963	subject	113
964	filing	113
965	history	113
966	democratic	113
967	recession	113
968	boost	113
969	space	112
970	required	112
971	changed	112
972	ahead	112
973	rally	112
974	sen.	112
975	stock-index	112
976	dr.	111
977	base	111
978	worth	111
979	summer	111
980	produce	111
981	perhaps	111
982	became	111
983	seek	111
984	war	111
985	returns	111
986	arbitrage	111
987	caused	110
988	considered	110
989	motor	110
990	showed	110
991	increasing	110
992	software	110
993	de	110
994	advanced	110
995	benefits	110
996	moody	110
997	exports	109
998	france	109
999	creditors	109
1000	anything	109
1001	delivery	109
1002	sent	109
1003	housing	109
1004	brothers	109
1005	red	108
1006	preferred	108
1007	jumped	108
1008	indeed	108
1009	justice	108
1010	hurt	108
1011	noriega	108
1012	natural	108
1013	francs	108
1014	cancer	107
1015	owned	107
1016	continuing	107
1017	americans	107
1018	bankers	107
1019	difficult	107
1020	cbs	107
1021	entertainment	107
1022	earned	107
1023	floor	107
1024	express	107
1025	bankruptcy	106
1026	shareholder	106
1027	george	106
1028	usually	106
1029	children	106
1030	wanted	106
1031	nothing	106
1032	active	106
1033	let	106
1034	block	105
1035	per	105
1036	attempt	105
1037	announcement	105
1038	crash	105
1039	merger	105
1040	media	105
1041	closing	105
1042	spokeswoman	104
1043	machine	104
1044	minister	104
1045	evidence	104
1046	smaller	104
1047	pilots	104
1048	digital	104
1049	continues	103
1050	sharply	103
1051	hand	103
1052	article	103
1053	seem	103
1054	created	103
1055	himself	103
1056	irs	103
1057	limit	103
1058	veto	103
1059	resources	102
1060	overseas	102
1061	partner	102
1062	mark	102
1063	light	102
1064	quake	102
1065	thrift	101
1066	initial	101
1067	age	101
1068	sector	101
1069	size	101
1070	night	101
1071	won	101
1072	source	101
1073	actually	101
1074	unchanged	101
1075	tons	101
1076	pound	101
1077	hugo	101
1078	side	100
1079	term	100
1080	minimum	100
1081	apparently	100
1082	environmental	99
1083	directly	99
1084	quarterly	99
1085	regulators	99
1086	game	99
1087	conditions	99
1088	questions	99
1089	water	99
1090	transactions	99
1091	member	99
1092	session	99
1093	kidder	99
1094	brand	99
1095	post	98
1096	hopes	98
1097	believes	98
1098	built	98
1099	designed	98
1100	giant	98
1101	comes	98
1102	closely	97
1103	decided	97
1104	field	97
1105	moves	97
1106	produced	96
1107	main	96
1108	survey	96
1109	strike	96
1110	feel	96
1111	final	96
1112	partly	96
1113	letter	96
1114	thus	96
1115	rising	95
1116	paying	95
1117	response	95
1118	running	95
1119	rest	95
1120	associates	95
1121	smith	95
1122	behind	95
1123	play	95
1124	separate	95
1125	economists	95
1126	sense	95
1127	woman	95
1128	battle	95
1129	sharp	95
1130	january	94
1131	sec	94
1132	capacity	94
1133	brought	94
1134	single	94
1135	consumers	94
1136	shows	94
1137	'd	94
1138	sure	94
1139	ways	94
1140	bring	93
1141	spent	93
1142	supreme	93
1143	fully	93
1144	improve	93
1145	effective	93
1146	jobs	93
1147	unless	93
1148	sony	93
1149	newspaper	93
1150	ability	93
1151	allowed	93
1152	offices	93
1153	stop	93
1154	democrats	93
1155	leveraged	93
1156	operation	93
1157	hurricane	93
1158	idea	92
1159	followed	92
1160	expenses	92
1161	hope	92
1162	rule	92
1163	par	92
1164	peter	92
1165	trial	92
1166	u.k.	92
1167	wage	92
1168	gorbachev	92
1169	agencies	92
1170	r.	91
1171	actual	91
1172	serious	91
1173	funding	91
1174	forced	91
1175	emergency	91
1176	organization	90
1177	discount	90
1178	across	90
1179	whole	90
1180	pretax	90
1181	figure	89
1182	dinkins	89
1183	quoted	89
1184	various	89
1185	package	89
1186	pension	89
1187	guber	89
1188	holds	88
1189	matter	88
1190	direct	88
1191	slow	88
1192	together	88
1193	economist	88
1194	talk	88
1195	needs	88
1196	introduced	88
1197	signed	88
1198	offset	88
1199	reagan	88
1200	quality	88
1201	facilities	88
1202	farmers	88
1203	morning	87
1204	jr.	87
1205	commerce	87
1206	moreover	87
1207	require	87
1208	spring	87
1209	provision	87
1210	step	87
1211	cause	87
1212	payment	87
1213	headquarters	87
1214	peters	87
1215	human	86
1216	sign	86
1217	gave	86
1218	flat	86
1219	ruling	86
1220	interview	86
1221	greater	86
1222	instance	86
1223	poland	86
1224	specific	86
1225	land	86
1226	decade	86
1227	county	86
1228	add	86
1229	activities	86
1230	valued	86
1231	plunge	86
1232	civil	86
1233	partnership	86
1234	researchers	85
1235	elected	85
1236	resigned	85
1237	ministry	85
1238	opened	85
1239	leave	85
1240	lehman	85
1241	johnson	85
1242	focus	85
1243	section	85
1244	death	85
1245	over-the-counter	85
1246	margins	85
1247	trades	85
1248	qintex	85
1249	declines	84
1250	separately	84
1251	developed	84
1252	australia	84
1253	institutional	84
1254	forces	84
1255	premium	84
1256	sports	84
1257	win	84
1258	takes	84
1259	familiar	84
1260	santa	84
1261	existing	84
1262	fear	84
1263	valley	83
1264	moved	83
1265	thomas	83
1266	contributed	83
1267	safety	83
1268	overall	83
1269	avoid	83
1270	spend	83
1271	cable	83
1272	nissan	83
1273	owners	82
1274	review	82
1275	chain	82
1276	southern	82
1277	managing	82
1278	sometimes	82
1279	widely	82
1280	trader	82
1281	salomon	82
1282	conservative	82
1283	benefit	82
1284	authority	81
1285	electronic	81
1286	book	81
1287	baker	81
1288	provisions	81
1289	develop	81
1290	willing	81
1291	create	81
1292	cuts	81
1293	appear	80
1294	properties	80
1295	relatively	80
1296	engineering	80
1297	reflecting	80
1298	totaled	80
1299	improved	80
1300	electronics	80
1301	indicated	80
1302	provided	80
1303	debentures	80
1304	larger	80
1305	asset	80
1306	opposition	80
1307	provides	80
1308	deals	80
1309	beyond	80
1310	bell	80
1311	appears	79
1312	target	79
1313	substantial	79
1314	works	79
1315	met	79
1316	measures	79
1317	materials	79
1318	goes	79
1319	hands	79
1320	policies	79
1321	speculation	79
1322	backed	79
1323	internal	78
1324	purchases	78
1325	climbed	78
1326	read	78
1327	offers	78
1328	date	78
1329	highly	78
1330	negative	78
1331	individuals	78
1332	alone	78
1333	proceeds	78
1334	houses	78
1335	council	78
1336	brands	78
1337	stay	78
1338	motors	78
1339	nasdaq	77
1340	investigation	77
1341	hutton	77
1342	version	77
1343	image	77
1344	social	77
1345	adding	77
1346	feet	77
1347	tell	77
1348	stanley	77
1349	planning	77
1350	pence	77
1351	maintain	77
1352	story	76
1353	amounts	76
1354	class	76
1355	mutual	76
1356	treatment	76
1357	miles	76
1358	so-called	76
1359	lawyer	76
1360	reach	76
1361	store	76
1362	practice	76
1363	passed	76
1364	students	76
1365	someone	76
1366	customer	76
1367	appropriations	76
1368	carrier	76
1369	disaster	76
1370	worked	75
1371	regulatory	75
1372	capital-gains	75
1373	positions	75
1374	publicly	75
1375	charles	75
1376	necessary	75
1377	consultant	75
1378	finally	75
1379	lawmakers	75
1380	everyone	75
1381	education	75
1382	interested	75
1383	prevent	75
1384	jury	75
1385	chance	75
1386	cited	75
1387	option	75
1388	drugs	75
1389	rating	75
1390	lawson	75
1391	neither	74
1392	rejected	74
1393	world-wide	74
1394	police	74
1395	negotiations	74
1396	success	74
1397	list	74
1398	standards	74
1399	soviets	74
1400	else	74
1401	republican	74
1402	approach	74
1403	experts	74
1404	bids	74
1405	commodity	74
1406	minority	74
1407	moving	74
1408	tough	74
1409	attributed	74
1410	attention	73
1411	nor	73
1412	reorganization	73
1413	raising	73
1414	stand	73
1415	eventually	73
1416	accounting	73
1417	ads	73
1418	otc	73
1419	competitors	73
1420	expectations	73
1421	swiss	73
1422	remaining	72
1423	dividends	72
1424	heavily	72
1425	factors	72
1426	considering	72
1427	mexico	72
1428	popular	72
1429	fixed	72
1430	society	72
1431	lack	72
1432	entire	72
1433	mostly	72
1434	grand	72
1435	manhattan	72
1436	northern	72
1437	petroleum	72
1438	spread	72
1439	sought	72
1440	retirement	72
1441	anyone	71
1442	modest	71
1443	typically	71
1444	fight	71
1445	chapter	71
1446	output	71
1447	giving	71
1448	november	71
1449	monetary	71
1450	export	71
1451	trend	71
1452	person	71
1453	art	71
1454	ones	71
1455	real-estate	71
1456	immediately	71
1457	opening	71
1458	brown	71
1459	access	71
1460	magazines	71
1461	30-year	71
1462	ownership	71
1463	events	70
1464	forecast	70
1465	bureau	70
1466	risks	70
1467	ltd	70
1468	scientists	70
1469	improvement	70
1470	particular	70
1471	items	70
1472	film	70
1473	victims	70
1474	mean	70
1475	reform	70
1476	saw	70
1477	criminal	70
1478	litigation	70
1479	opportunity	70
1480	gulf	70
1481	exchanges	70
1482	hour	70
1483	pentagon	70
1484	bridge	70
1485	copper	70
1486	england	69
1487	college	69
1488	complete	69
1489	monthly	69
1490	bidding	69
1491	pending	69
1492	concerned	69
1493	reduction	69
1494	gives	69
1495	moscow	69
1496	aircraft	69
1497	regional	69
1498	laws	69
1499	municipal	69
1500	acquisitions	69
1501	travel	69
1502	minutes	69
1503	everything	69
1504	usx	69
1505	details	68
1506	clearly	68
1507	principal	68
1508	c$	68
1509	e.	68
1510	traditional	68
1511	homes	68
1512	gets	68
1513	trouble	68
1514	aimed	68
1515	park	68
1516	design	68
1517	cover	68
1518	year-ago	68
1519	owner	68
1520	weak	68
1521	lloyd	68
1522	lose	68
1523	room	68
1524	maturity	67
1525	apple	67
1526	us$	67
1527	strength	67
1528	carry	67
1529	certainly	67
1530	claim	67
1531	restrictions	67
1532	original	67
1533	experience	67
1534	drive	67
1535	sources	67
1536	accept	67
1537	broadcasting	67
1538	mortgages	67
1539	thatcher	67
1540	controls	66
1541	true	66
1542	troubled	66
1543	cray	66
1544	primarily	66
1545	combined	66
1546	believed	66
1547	paul	66
1548	easy	66
1549	increasingly	66
1550	global	66
1551	relations	66
1552	parties	66
1553	crime	66
1554	chinese	66
1555	ending	66
1556	thousands	66
1557	fraud	66
1558	panel	66
1559	debate	66
1560	couple	66
1561	facility	66
1562	paribas	66
1563	wrote	66
1564	requirements	66
1565	sort	66
1566	subordinated	66
1567	grow	66
1568	grew	65
1569	ohio	65
1570	involving	65
1571	vehicles	65
1572	l.	65
1573	difference	65
1574	players	65
1575	prepared	65
1576	season	65
1577	split	65
1578	ratings	65
1579	segment	65
1580	corn	65
1581	sun	65
1582	publishing	64
1583	highest	64
1584	korea	64
1585	chips	64
1586	prosecutors	64
1587	movie	64
1588	developing	64
1589	producer	64
1590	expansion	64
1591	mae	64
1592	goldman	64
1593	technical	64
1594	centers	64
1595	tried	64
1596	alleged	64
1597	broad	64
1598	arizona	64
1599	roughly	64
1600	quite	64
1601	chemicals	64
1602	revised	64
1603	tomorrow	64
1604	nations	63
1605	declining	63
1606	settled	63
1607	released	63
1608	launched	63
1609	sells	63
1610	automotive	63
1611	consulting	63
1612	listed	63
1613	plunged	63
1614	slowing	63
1615	employee	63
1616	except	63
1617	expensive	63
1618	mitsubishi	63
1619	guilty	63
1620	actions	63
1621	damaged	63
1622	mail	63
1623	waiting	63
1624	st.	63
1625	profitable	63
1626	painewebber	63
1627	powerful	63
1628	numbers	63
1629	rated	63
1630	gene	63
1631	lin	63
1632	schools	62
1633	buildings	62
1634	amid	62
1635	assistant	62
1636	advance	62
1637	frank	62
1638	tests	62
1639	region	62
1640	flow	62
1641	failure	62
1642	sterling	62
1643	corporations	62
1644	competitive	62
1645	live	62
1646	intelligence	62
1647	collapse	62
1648	am	62
1649	manville	62
1650	bear	62
1651	m.	61
1652	showing	61
1653	slowdown	61
1654	purchased	61
1655	heart	61
1656	radio	61
1657	charged	61
1658	associated	61
1659	no.	61
1660	georgia-pacific	61
1661	steps	61
1662	represents	61
1663	putting	61
1664	republicans	61
1665	navigation	61
1666	coupon	61
1667	headed	61
1668	recovery	61
1669	insurers	61
1670	material	60
1671	signs	60
1672	values	60
1673	request	60
1674	nuclear	60
1675	trucks	60
1676	devices	60
1677	balance	60
1678	documents	60
1679	placed	60
1680	exxon	60
1681	sachs	60
1682	runs	60
1683	hundreds	60
1684	effects	60
1685	predicted	60
1686	dozen	60
1687	phone	60
1688	environment	60
1689	uncertainty	60
1690	favor	60
1691	ag	60
1692	appeal	60
1693	voters	60
1694	maybe	60
1695	portion	60
1696	campeau	60
1697	philip	60
1698	mass.	59
1699	editor	59
1700	expand	59
1701	traffic	59
1702	hotel	59
1703	advertisers	59
1704	utilities	59
1705	plus	59
1706	threat	59
1707	unlike	59
1708	reflects	59
1709	affairs	59
1710	adjusted	59
1711	whom	59
1712	underwriters	59
1713	election	59
1714	fears	59
1715	elections	59
1716	primary	59
1717	c.	59
1718	dispute	59
1719	jack	59
1720	release	59
1721	successful	59
1722	ventures	59
1723	complex	59
1724	mind	59
1725	lending	59
1726	paris	59
1727	krenz	59
1728	affected	59
1729	sears	59
1730	trillion	58
1731	town	58
1732	alan	58
1733	fewer	58
1734	century	58
1735	surged	58
1736	words	58
1737	stations	58
1738	unusual	58
1739	accepted	58
1740	reasons	58
1741	exercise	58
1742	afternoon	58
1743	proposals	58
1744	elsewhere	58
1745	deposits	58
1746	relief	58
1747	shift	58
1748	lincoln	58
1749	mixte	58
1750	virtually	57
1751	mixed	57
1752	adviser	57
1753	faces	57
1754	annually	57
1755	australian	57
1756	throughout	57
1757	tender	57
1758	significantly	57
1759	usual	57
1760	jersey	57
1761	falling	57
1762	ease	57
1763	pretty	57
1764	controlled	57
1765	professional	57
1766	junk-bond	57
1767	strategic	57
1768	cds	57
1769	continental	57
1770	established	57
1771	structure	57
1772	liability	57
1773	golden	57
1774	accord	57
1775	communist	57
1776	residents	57
1777	february	56
1778	speed	56
1779	distribution	56
1780	ready	56
1781	sides	56
1782	books	56
1783	baseball	56
1784	deputy	56
1785	client	56
1786	opposed	56
1787	accused	56
1788	positive	56
1789	wrong	56
1790	practices	56
1791	hearing	56
1792	substantially	56
1793	sci	56
1794	cities	56
1795	normal	56
1796	fire	56
1797	kept	56
1798	nbc	56
1799	at&t	56
1800	hostile	56
1801	model	56
1802	metals	56
1803	supplies	56
1804	starting	56
1805	healthy	56
1806	margin	56
1807	break	56
1808	truck	56
1809	guidelines	56
1810	seats	55
1811	mayor	55
1812	b.	55
1813	fine	55
1814	seemed	55
1815	ordered	55
1816	boosted	55
1817	wide	55
1818	star	55
1819	hospital	55
1820	telecommunications	55
1821	lee	55
1822	critics	55
1823	opinion	55
1824	dallas	55
1825	thrifts	55
1826	weakness	55
1827	losing	55
1828	leaving	55
1829	sir	55
1830	push	55
1831	finished	55
1832	benchmark	55
1833	certificates	55
1834	confidence	55
1835	w.	55
1836	defendants	55
1837	present	55
1838	coast	55
1839	uses	54
1840	instruments	54
1841	protect	54
1842	barrels	54
1843	follows	54
1844	played	54
1845	double	54
1846	managed	54
1847	agree	54
1848	ground	54
1849	decisions	54
1850	gone	54
1851	florida	54
1852	names	54
1853	core	54
1854	attorneys	54
1855	judges	54
1856	mainly	54
1857	n.j.	54
1858	pricing	54
1859	highway	54
